SegmentName,Field_Name,Component_Name,Sub_Component_Name
ARQ.20,arq_entered_by_phone_num,,
ARQ.21,arq_entered_by_location,,
ARQ.22,arq_parent_placer_appointment_id,,
ARQ.23,arq_parent_filler_appointment_id,,
ARQ.24,arq_placer_order_num,,
ARQ.25,arq_filler_order_num,,
ARV.1,arv_set_id,,
ARV.2,arv_access_restriction_action_code,,
ARV.3,arv_access_restriction_value,,
ARV.4,arv_access_restriction_reason,,
ARV.5,arv_special_access_restriction_instruction,,
ARV.6,arv_access_restriction_date_range,,
AUT.1,aut_authr_payor_plan_id,,
AUT.2,aut_authr_payor_company_id,,
AUT.3,aut_authr_payor_company_name,,
AUT.4,aut_authr_eff_date,,
AUT.5,aut_authr_expiration_date,,
AUT.6,aut_authr_id,,
AUT.7,aut_reimbursement_limit_amt,,
AUT.8,aut_requested_treatment_num,,
AUT.9,aut_authr_treatment_num,,
AUT.10,aut_process_date,,
AUT.11,aut_requested_discipline_code,,
AUT.12,aut_authr_discipline_code,,
BHS.1,bhs_batch_field_separator,,
BHS.2,bhs_batch_encoding_character,,
BHS.3,bhs_batch_sending_application,,
BHS.4,bhs_batch_sending_facility,,
BHS.5,bhs_batch_receiving_application,,
BHS.6,bhs_batch_receiving_facility,,
BHS.7,bhs_batch_creation_date_time,,
BHS.8,bhs_batch_security,,
BHS.9,bhs_batch_name_id_type,,
BHS.10,bhs_batch_comment,,
BHS.11,bhs_batch_control_id,,
BHS.12,bhs_reference_batch_control_id,,
BHS.13,bhs_batch_sending_network_address,,
BHS.14,bhs_batch_receiving_network_address,,
BLC.1,blc_blood_product_code,,
BLC.2,blc_blood_amt,,
BLG.1,blg_when_to_charge,,
BLG.2,blg_charge_type_reason_text,,
BLG.3,blg_account_id,,
BLG.4,blg_charge_type_reason,,
BPO.1,bpo_set_id,,
BPO.2,bpo_bp_universal_service_id,,
BPO.3,bpo_bp_processing_requirement,,
BPO.4,bpo_bp_qty,,
BPO.5,bpo_bp_amt,,
BPO.6,bpo_bp_unit,,
BPO.7,bpo_bp_intended_use_date_time,,
BPO.8,bpo_bp_intended_dispense_from_location,,
BPO.9,bpo_bp_intended_dispense_from_address,,
BPO.10,bpo_bp_requested_dispense_date_time,,
BPO.11,bpo_bp_requested_dispense_to_location,,
BPO.12,bpo_bp_requested_dispense_to_address,,
BPO.13,bpo_bp_indication_for_use_text,,
BPO.14,bpo_bp_informed_consent_ind,,
BPX.1,bpx_set_id,,
BPX.2,bpx_bp_dispense_status,,
BPX.3,bpx_bp_status,,
BPX.4,bpx_bp_status_date_time,,
BPX.5,bpx_bc_donation_id,,
BPX.6,bpx_bc_component,,
BPX.7,bpx_bc_donation_type_intended_use,,
BPX.8,bpx_cp_commercial_product,,
BPX.9,bpx_cp_manufacturer,,
BPX.10,bpx_cp_lot_num,,
BPX.11,bpx_bp_blood_group,,
BPX.12,bpx_bc_special_testing,,
BPX.13,bpx_bp_expiration_date_time,,
BPX.14,bpx_bp_qty,,
BPX.15,bpx_bp_amt,,
BPX.16,bpx_bp_unit,,
BPX.17,bpx_bp_unique_id,,
BPX.18,bpx_bp_actual_dispensed_to_location,,
BPX.19,bpx_bp_actual_dispensed_to_address,,
BPX.20,bpx_bp_dispensed_to_receiver,,
BPX.21,bpx_bp_dispensing_individual,,
BTS.1,bts_batch_message_cnt,,
BTS.2,bts_batch_comment,,
BTS.3,bts_batch_total,,
BTX.1,btx_set_id,,
BTX.2,btx_bc_donation_id,,
BTX.3,btx_bc_component,,
BTX.4,btx_bc_blood_group,,
BTX.5,btx_cp_commercial_product,,
BTX.6,btx_cp_manufacturer,,
BTX.7,btx_cp_lot_num,,
BTX.8,btx_bp_qty,,
BTX.9,btx_bp_amt,,
BTX.10,btx_bp_unit,,
BTX.11,btx_bp_transfusion_disposition_status,,
BTX.12,btx_bp_message_status,,
BTX.13,btx_bp_status_date_time,,
BTX.14,btx_bp_transfusion_administrator,,
BTX.15,btx_bp_transfusion_verifier,,
BTX.16,btx_bp_transfusion_start_status_date_time,,
BTX.17,btx_bp_transfusion_end_status_date_time,,
BTX.18,btx_bp_adverse_reaction_type,,
BTX.19,btx_bp_transfusion_interrupted_reason,,
CDM.1,cdm_primary_key_value_cdm,,
CDM.2,cdm_charge_code_alias,,
CDM.3,cdm_charge_desc_short,,
CDM.4,cdm_charge_desc_long,,
CDM.5,cdm_desc_override_ind,,
CDM.6,cdm_exploding_charges,,
CDM.7,cdm_procedure_code,,
CDM.8,cdm_active_inactive_flag,,
CDM.9,cdm_inventory_num,,
CDM.10,cdm_resource_load_num,,
CDM.11,cdm_contract_num,,
CDM.12,cdm_contract_organization,,
CDM.13,cdm_room_fee_ind,,
CER.1,cer_set_id,,
CER.2,cer_serial_num,,
CER.3,cer_version,,
CER.4,cer_granting_authority,,
CER.5,cer_issuing_authority,,
CER.6,cer_signature_of_issuing_authority,,
CER.7,cer_granting_country,,
CER.8,cer_granting_st_province,,
CER.9,cer_granting_county_parish,,
CER.10,cer_certificate_type,,
CER.11,cer_certificate_domain,,
CER.12,cer_subject_id,,
CER.13,cer_subject_name,,
CER.14,cer_subject_directory_attribute_extension,,
CER.15,cer_subject_public_key_info,,
CER.16,cer_authority_key_id,,
CER.17,cer_basic_constraint,,
CER.18,cer_crl_distribution_point,,
CER.19,cer_jurisdiction_country,,
CER.20,cer_jurisdiction_st_province,,
CER.21,cer_jurisdiction_county_parish,,
CER.22,cer_jurisdiction_breadth,,
CER.23,cer_granting_date,,
CER.24,cer_issuing_date,,
CER.25,cer_activation_date,,
CER.26,cer_inactivation_date,,
CER.27,cer_expiration_date,,
CER.28,cer_renewal_date,,
CER.29,cer_revocation_date,,
CER.30,cer_revocation_reason_code,,
CER.31,cer_certificate_status_code,,
CM0.1,cm0_set_id,,
CM0.2,cm0_sponsor_study_id,,
CM0.3,cm0_alternate_study_id,,
CM0.4,cm0_title_of_study,,
CM0.5,cm0_chairman_of_study,,
CM0.6,cm0_last_irb_approval_date,,
CM0.7,cm0_total_accrual_to_date,,
CM0.8,cm0_last_accrual_date,,
CM0.9,cm0_contact_for_study,,
CM0.10,cm0_contact_telephone_num,,
CM0.11,cm0_contact_address,,
CM1.1,cm1_set_id,,
CM1.2,cm1_study_phase_id,,
CM1.3,cm1_desc_of_study_phase,,
CM2.1,cm2_set_id,,
CM2.2,cm2_scheduled_time_point,,
CM2.3,cm2_desc_of_time_point,,
CM2.4,cm2_events_scheduled_this_time_point,,
CNS.1,cns_starting_notification_reference_num,,
CNS.2,cns_ending_notification_reference_num,,
CNS.3,cns_starting_notification_date_time,,
CNS.4,cns_ending_notification_date_time,,
CNS.5,cns_starting_notification_code,,
CNS.6,cns_ending_notification_code,,
CON.1,con_set_id,,
CON.2,con_consent_type,,
CON.3,con_consent_form_id_and_version,,
CON.4,con_consent_form_num,,
CON.5,con_consent_text,,
CON.6,con_subject_specific_consent_text,,
CON.7,con_consent_background_information,,
CON.8,con_subject_specific_consent_background_text,,
CON.9,con_consenter_imposed_limitations,,
CON.10,con_consent_mode,,
CON.11,con_consent_status,,
CON.12,con_consent_discussion_date_time,,
CON.13,con_consent_decision_date_time,,
CON.14,con_consent_eff_from_date_time,,
CON.15,con_consent_eff_to_date_time,,
CON.16,con_subject_competence_ind,,
CON.17,con_translator_assistance_ind,,
CON.18,con_language_translated_to,,
CON.19,con_informational_material_supplied_ind,,
CON.20,con_consent_bypass_reason,,
CON.21,con_consent_disclosure_level,,
CON.22,con_consent_non_disclosure_reason,,
CON.23,con_non_subject_consenter_reason,,
CON.24,con_consenter_id,,
CON.25,con_relationship_to_subject,,
CSP.1,csp_study_phase_id,,
CSP.2,csp_study_phase_began_date_time,,
CSP.3,csp_study_phase_ended_date_time,,
CSP.4,csp_study_phase_evaluability,,
CSR.1,csr_sponsor_study_id,,
CSR.2,csr_alternate_study_id,,
CSR.3,csr_institution_registering_the_patient,,
CSR.4,csr_sponsor_patient_id,,
CSR.5,csr_alternate_patient_id,,
CSR.6,csr_patient_study_registration_date_time,,
CSR.7,csr_person_performing_study_registration,,
CSR.8,csr_study_authr_provider,,
CSR.9,csr_patient_study_consent_signed_date_time,,
CSR.10,csr_patient_study_eligibility_status,,
CSR.11,csr_study_randomization_date_time,,
CSR.12,csr_randomized_study_arm,,
CSR.13,csr_stratum_for_study_randomization,,
CSR.14,csr_patient_evaluability_status,,
CSR.15,csr_ended_study_date_time,,
CSR.16,csr_reason_ended_study,,
CSS.1,css_study_scheduled_time_point,,
CSS.2,css_study_scheduled_patient_time_point_date_time,,
CSS.3,css_study_quality_control_codes,,
CTD.1,ctd_contact_role,,
CTD.2,ctd_contact_name,,
CTD.3,ctd_contact_address,,
CTD.4,ctd_contact_location,,
CTD.5,ctd_contact_communication_information,,
CTD.6,ctd_preferred_method_of_contact,,
CTD.7,ctd_contact_id,,
CTI.1,cti_sponsor_study_id,,
CTI.2,cti_study_phase_id,,
CTI.3,cti_study_scheduled_time_point,,
DB1.1,db1_set_id,,
DB1.2,db1_disabled_person_code,,
DB1.3,db1_disabled_person_id,,
DB1.4,db1_disability_ind,,
DB1.5,db1_disability_start_date,,
DB1.6,db1_disability_end_date,,
DB1.7,db1_disability_return_to_work_date,,
DB1.8,db1_disability_unable_to_work_date,,
DG1.1,dg1_set_id,,
DG1.2,dg1_diagnosis_coding_method,,
DG1.3,dg1_diagnosis_code,,
DG1.3.1,dg1_diagnosis_code,primary_id,
DG1.3.2,dg1_diagnosis_code,text,
DG1.3.3,dg1_diagnosis_code,name_of_coding_sys,
DG1.3.4,dg1_diagnosis_code,alt_id,
DG1.3.5,dg1_diagnosis_code,alt_text,
DG1.3.6,dg1_diagnosis_code,name_of_alt_coding_sys,
DG1.3.7,dg1_diagnosis_code,coding_sys_ver_id,
DG1.3.8,dg1_diagnosis_code,alt_coding_sys_ver_id,
DG1.3.9,dg1_diagnosis_code,original_text,
DG1.3.10,dg1_diagnosis_code,second_alt_id,
DG1.3.11,dg1_diagnosis_code,second_alt_text,
DG1.3.12,dg1_diagnosis_code,name_of_second_alt_coding_sys,
DG1.3.13,dg1_diagnosis_code,second_alt_coding_sys_ver_id,
DG1.3.14,dg1_diagnosis_code,coding_sys_oid,
DG1.3.15,dg1_diagnosis_code,value_set_oid,
DG1.3.16,dg1_diagnosis_code,value_set_ver_id,
DG1.3.17,dg1_diagnosis_code,alt_coding_sys_oid,
DG1.3.18,dg1_diagnosis_code,alt_value_set_oid,
DG1.3.19,dg1_diagnosis_code,alt_value_set_ver_id,
DG1.3.20,dg1_diagnosis_code,second_alt_coding_sys_oid,
DG1.3.21,dg1_diagnosis_code,second_alt_value_set_oid,
DG1.3.22,dg1_diagnosis_code,second_alt_value_set_ver_id,
DG1.4,dg1_diagnosis_desc,,
DG1.5,dg1_diagnosis_date_time,,
DG1.6,dg1_diagnosis_type,,
DG1.7,dg1_major_diagnostic_category,,
DG1.8,dg1_diagnostic_related_group,,
DG1.9,dg1_drg_approval_ind,,
DG1.10,dg1_drg_grouper_review_code,,
DG1.11,dg1_outlier_type,,
DG1.12,dg1_outlier_day,,
DG1.13,dg1_outlier_cost,,
DG1.14,dg1_grouper_version_type,,
DG1.15,dg1_diagnosis_priority,,
DG1.16,dg1_diagnosing_clinician,,
DG1.17,dg1_diagnosis_classification,,
DG1.18,dg1_confidential_ind,,
DG1.19,dg1_attestation_date_time,,
DG1.20,dg1_diagnosis_id,,
DG1.21,dg1_diagnosis_action_code,,
DG1.22,dg1_parent_diagnosis,,
DG1.23,dg1_drg_ccl_value_code,,
DG1.24,dg1_drg_grouping_usage,,
DG1.25,dg1_drg_diagnosis_determination_status,,
DG1.26,dg1_present_on_admission_ind,,
DMI.1,dmi_diagnostic_related_group,,
DMI.2,dmi_major_diagnostic_category,,
DMI.3,dmi_lower_and_upper_trim_points,,
DMI.4,dmi_avg_length_of_stay,,
DMI.5,dmi_relative_weight,,
DRG.1,drg_diagnostic_related_group,,
DRG.2,drg_assigned_date_time,,
DRG.3,drg_approval_ind,,
DRG.4,drg_grouper_review_code,,
DRG.5,drg_outlier_type,,
DRG.6,drg_outlier_days,,
DRG.7,drg_outlier_cost,,
DRG.8,drg_payor,,
DRG.9,drg_outlier_reimbursement,,
DRG.10,drg_confidential_ind,,
DRG.11,drg_transfer_type,,
DRG.12,drg_name_of_coder,,
DRG.13,drg_grouper_status,,
DRG.14,drg_pccl_value_code,,
DRG.15,drg_effective_weight,,
DRG.16,drg_monetary_amt,,
DRG.17,drg_status_patient,,
DRG.18,drg_grouper_software_name,,
DRG.19,drg_grouper_software_version,,
DRG.20,drg_status_financial_calculation,,
DRG.21,drg_relative_discount_surcharge,,
DRG.22,drg_basic_charge,,
DRG.23,drg_total_charge,,
DRG.24,drg_discnt_surcharge,,
DRG.25,drg_calculated_days,,
DRG.26,drg_status_gender,,
DRG.27,drg_status_age,,
DRG.28,drg_status_length_of_stay,,
DRG.29,drg_status_same_day_flag,,
DRG.30,drg_status_separation_mode,,
DRG.31,drg_status_weight_at_birth,,
DRG.32,drg_status_respiration_minutes,,
DRG.33,drg_status_admission,,
DSC.1,dsc_continuation_pointer,,
DSC.2,dsc_continuation_style,,
DSP.1,dsp_set_id,,
DSP.2,dsp_display_level,,
DSP.3,dsp_data_line,,
DSP.4,dsp_logical_break_point,,
DSP.5,dsp_result_id,,
ECD.1,ecd_reference_command_num,,
ECD.2,ecd_remote_control_command,,
ECD.3,ecd_response_required,,
ECD.4,ecd_requested_completion_time,,
ECD.5,ecd_parameters,,
ECR.1,ecr_command_response_code,,
ECR.2,ecr_completed_date_time,,
ECR.3,ecr_command_response_parameters,,
EDU.1,edu_set_id,,
EDU.2,edu_academic_degree,,
EDU.3,edu_academic_degree_program_date_range,,
EDU.4,edu_academic_degree_program_participation_date_range,,
EDU.5,edu_academic_degree_granted_date,,
EDU.6,edu_school,,
EDU.7,edu_school_type_code,,
EDU.8,edu_school_address,,
EDU.9,edu_major_field_of_study,,
EQP.1,eqp_event_type,,
EQP.2,eqp_file_name,,
EQP.3,eqp_start_date_time,,
EQP.4,eqp_end_date_time,,
EQP.5,eqp_transaction_data,,
EQU.1,equ_equipment_instance_id,,
EQU.2,equ_event_date_time,,
EQU.3,equ_equipment_state,,
EQU.4,equ_local_remote_control_state,,
EQU.5,equ_alert_level,,
ERR.1,err_error_code_and_location,,
ERR.2,err_error_location,,
ERR.3,err_hl7_error_code,,
ERR.4,err_severity,,
ERR.5,err_application_error_code,,
ERR.6,err_application_error_parameter,,
ERR.7,err_diagnostic_information,,
ERR.8,err_user_message,,
ERR.9,err_inform_person_ind,,
ERR.10,err_override_type,,
ERR.11,err_override_reason_code,,
ERR.12,err_help_desk_contact_point,,
EVN.1,evn_evnt_type,,
EVN.2,evn_recorded_date_time,,
EVN.3,evn_planned_evnt_date_time,,
EVN.4,evn_evnt_resn_code,,
EVN.4.1,evn_evnt_resn_code,primary_id,
EVN.4.2,evn_evnt_resn_code,text,
EVN.4.3,evn_evnt_resn_code,name_of_coding_sys,
EVN.4.4,evn_evnt_resn_code,alt_id,
EVN.4.5,evn_evnt_resn_code,alt_text,
EVN.4.6,evn_evnt_resn_code,name_of_alt_coding_sys,
EVN.4.7,evn_evnt_resn_code,coding_sys_ver_id,
EVN.4.8,evn_evnt_resn_code,alt_coding_sys_ver_id,
EVN.4.9,evn_evnt_resn_code,original_text,
EVN.4.10,evn_evnt_resn_code,second_alt_id,
EVN.4.11,evn_evnt_resn_code,second_alt_text,
EVN.4.12,evn_evnt_resn_code,name_of_second_alt_coding_sys,
EVN.4.13,evn_evnt_resn_code,second_alt_coding_sys_ver_id,
EVN.4.14,evn_evnt_resn_code,coding_sys_oid,
EVN.4.15,evn_evnt_resn_code,value_set_oid,
EVN.4.16,evn_evnt_resn_code,value_set_ver_id,
EVN.4.17,evn_evnt_resn_code,alt_coding_sys_oid,
EVN.4.18,evn_evnt_resn_code,alt_value_set_oid,
EVN.4.19,evn_evnt_resn_code,alt_value_set_ver_id,
EVN.4.20,evn_evnt_resn_code,second_alt_coding_sys_oid,
EVN.4.21,evn_evnt_resn_code,second_alt_value_set_oid,
EVN.4.22,evn_evnt_resn_code,second_alt_value_set_ver_id,
EVN.5,evn_oper_id,,
EVN.5.1,evn_oper_id,person_id,
EVN.5.2,evn_oper_id,last_name,
EVN.5.3,evn_oper_id,first_name,
EVN.5.4,evn_oper_id,middle_name,
EVN.5.5,evn_oper_id,suffix,
EVN.5.6,evn_oper_id,person_prefix,
EVN.5.7,evn_oper_id,degree,
EVN.5.8,evn_oper_id,source_table,
EVN.5.9,evn_oper_id,assgn_authr,
EVN.5.10,evn_oper_id,name_type_code,
EVN.5.11,evn_oper_id,identifier_check_digit,
EVN.5.12,evn_oper_id,check_digit_scheme,
EVN.5.13,evn_oper_id,identifier_type_code,
EVN.5.14,evn_oper_id,assgn_facility,
EVN.5.15,evn_oper_id,name_rep_code,
EVN.5.16,evn_oper_id,context,
EVN.5.17,evn_oper_id,validity_range,
EVN.5.18,evn_oper_id,assembly_order,
EVN.5.19,evn_oper_id,eff_from_date_time,
EVN.5.20,evn_oper_id,eff_to_date_time,
EVN.5.21,evn_oper_id,prof_suffix,
EVN.5.22,evn_oper_id,assgn_jurisdiction,
EVN.5.23,evn_oper_id,assgn_agency_dept,
EVN.5.24,evn_oper_id,security_check,
EVN.5.25,evn_oper_id,security_check_scheme,
EVN.6,evn_evnt_occurred,,
EVN.7,evn_evnt_facility,,
FAC.1,fac_facility_id,,
FAC.2,fac_facility_type,,
FAC.3,fac_facility_address,,
FAC.4,fac_facility_telecom,,
FAC.5,fac_contact_person,,
FAC.6,fac_contact_title,,
FAC.7,fac_contact_address,,
FAC.8,fac_contact_telecom,,
FAC.9,fac_signature_authority,,
FAC.10,fac_signature_authority_title,,
FAC.11,fac_signature_authority_address,,
FAC.12,fac_signature_authority_telecom,,
FHS.1,fhs_file_field_separator,,
FHS.2,fhs_file_encoding_characters,,
FHS.3,fhs_file_sending_application,,
FHS.4,fhs_file_sending_facility,,
FHS.5,fhs_file_receiving_application,,
FHS.6,fhs_file_receiving_facility,,
FHS.7,fhs_file_creation_date_time,,
FHS.8,fhs_file_security,,
FHS.9,fhs_file_name_id,,
FHS.10,fhs_file_header_comment,,
FHS.11,fhs_file_control_id,,
FHS.12,fhs_reference_file_control_id,,
FHS.13,fhs_file_sending_network_address,,
FHS.14,fhs_file_receiving_network_address,,
FT1.1,ft1_set_id,,
FT1.2,ft1_transaction_id,,
FT1.3,ft1_transaction_batch_id,,
FT1.4,ft1_transaction_date,,
FT1.5,ft1_transaction_posting_date_time,,
FT1.6,ft1_transaction_type,,
FT1.7,ft1_transaction_code,,
FT1.8,ft1_transaction_desc,,
FT1.9,ft1_transaction_alternate_desc,,
FT1.10,ft1_transaction_qty,,
FT1.11,ft1_transaction_extended_amt,,
FT1.12,ft1_transaction_unit_amt,,
FT1.13,ft1_department_code,,
FT1.14,ft1_insurance_plan_id,,
FT1.15,ft1_insurance_amt,,
FT1.16,ft1_assigned_patient_location,,
FT1.17,ft1_fee_schedule,,
FT1.18,ft1_patient_type,,
FT1.19,ft1_diagnosis_code,,
FT1.20,ft1_performed_by_code,,
FT1.21,ft1_ordered_by_code,,
FT1.22,ft1_unit_cost,,
FT1.23,ft1_filler_order_num,,
FT1.24,ft1_entered_by_code,,
FT1.25,ft1_procedure_code,,
FT1.26,ft1_procedure_code_modifier,,
FT1.27,ft1_advanced_beneficiary_notice_code,,
FT1.28,ft1_medically_necessary_duplicate_procedure_reason,,
FT1.29,ft1_ndc_code,,
FT1.30,ft1_payment_reference_id,,
FT1.31,ft1_transaction_reference_key,,
FT1.32,ft1_performing_facility,,
FT1.33,ft1_ordering_facility,,
FT1.34,ft1_item_num,,
FT1.35,ft1_model_num,,
FT1.36,ft1_special_processing_code,,
FT1.37,ft1_clinic_code,,
FT1.38,ft1_referral_num,,
FT1.39,ft1_authr_num,,
FT1.40,ft1_service_provider_taxonomy_code,,
FT1.41,ft1_revenue_code,,
FT1.42,ft1_prescription_num,,
FT1.43,ft1_ndc_qty_and_unit_of_measurement,,
FTS.1,fts_file_batch_cnt,,
FTS.2,fts_file_trailer_comment,,
GOL.1,gol_action_code,,
GOL.2,gol_action_date_time,,
GOL.3,gol_goal_id,,
GOL.4,gol_goal_instance_id,,
GOL.5,gol_episode_of_care_id,,
GOL.6,gol_goal_list_priority,,
GOL.7,gol_goal_estbl_date_time,,
GOL.8,gol_expected_goal_achieve_date_time,,
GOL.9,gol_goal_classification,,
GOL.10,gol_goal_management_discipline,,
GOL.11,gol_current_goal_review_status,,
GOL.12,gol_current_goal_review_date_time,,
GOL.13,gol_next_goal_review_date_time,,
GOL.14,gol_previous_goal_review_date_time,,
GOL.15,gol_goal_review_interval,,
GOL.16,gol_goal_evaluation,,
GOL.17,gol_goal_evaluation_comment,,
GOL.18,gol_goal_life_cycle_status,,
