SegmentName,Field_Name,Component_Name,Sub_Component_Name,New_Field_Name,New_Component_Name,New_Sub_Component_Name
ACC.7.16.1,acc_entered_by,context,primary_id,,,
ACC.7.16.2,acc_entered_by,context,text,,,
ACC.7.16.3,acc_entered_by,context,name_of_coding_sys,,,
ACC.7.16.4,acc_entered_by,context,alt_id,,,
ACC.7.16.5,acc_entered_by,context,alt_text,,,
ACC.7.16.6,acc_entered_by,context,name_of_alt_coding_sys,,,
ACC.7.16.7,acc_entered_by,context,coding_sys_ver_id,,,
ACC.7.16.8,acc_entered_by,context,alt_coding_sys_ver_id,,,
ACC.7.16.9,acc_entered_by,context,original_text,,,
ACC.7.16.10,acc_entered_by,context,second_alt_id,,,
ACC.7.16.11,acc_entered_by,context,second_alt_text,,,
ACC.7.16.12,acc_entered_by,context,name_of_second_alt_coding_sys,,,
ACC.7.16.13,acc_entered_by,context,second_alt_coding_sys_ver_id,,,
ACC.7.16.14,acc_entered_by,context,coding_sys_oid,,,
ACC.7.16.15,acc_entered_by,context,value_set_oid,,,
ACC.7.16.16,acc_entered_by,context,value_set_ver_id,,,
ACC.7.16.17,acc_entered_by,context,alt_coding_sys_oid,,,
ACC.7.16.18,acc_entered_by,context,alt_value_set_oid,,,
ACC.7.16.19,acc_entered_by,context,alt_value_set_ver_id,,,
ACC.7.16.20,acc_entered_by,context,second_alt_coding_sys_oid,,,
ACC.7.16.21,acc_entered_by,context,second_alt_value_set_oid,,,
ACC.7.16.22,acc_entered_by,context,second_alt_value_set_ver_id,,,
ACC.7.17,acc_entered_by,validity_range,,,,
ACC.7.17.1,acc_entered_by,validity_range,eff_from_date_time,,,
ACC.7.17.2,acc_entered_by,validity_range,eff_to_date_time,,,
ACC.7.18,acc_entered_by,assembly_order,,,,
ACC.7.19,acc_entered_by,eff_from_date_time,,,,
ACC.7.20,acc_entered_by,eff_to_date_time,,,,
ACC.7.21,acc_entered_by,prof_suffix,,,,
ACC.7.22,acc_entered_by,assgn_jurisdiction,,,,
ACC.7.22.1,acc_entered_by,assgn_jurisdiction,primary_id,,,
ACC.7.22.2,acc_entered_by,assgn_jurisdiction,text,,,
ACC.7.22.3,acc_entered_by,assgn_jurisdiction,name_of_coding_sys,,,
ACC.7.22.4,acc_entered_by,assgn_jurisdiction,alt_id,,,
ACC.7.22.5,acc_entered_by,assgn_jurisdiction,alt_text,,,
ACC.7.22.6,acc_entered_by,assgn_jurisdiction,name_of_alt_coding_sys,,,
ACC.7.22.7,acc_entered_by,assgn_jurisdiction,coding_sys_ver_id,,,
ACC.7.22.8,acc_entered_by,assgn_jurisdiction,alt_coding_sys_ver_id,,,
ACC.7.22.9,acc_entered_by,assgn_jurisdiction,original_text,,,
ACC.7.22.10,acc_entered_by,assgn_jurisdiction,second_alt_id,,,
ACC.7.22.11,acc_entered_by,assgn_jurisdiction,second_alt_text,,,
ACC.7.22.12,acc_entered_by,assgn_jurisdiction,name_of_second_alt_coding_sys,,,
ACC.7.22.13,acc_entered_by,assgn_jurisdiction,second_alt_coding_sys_ver_id,,,
ACC.7.22.14,acc_entered_by,assgn_jurisdiction,coding_sys_oid,,,
ACC.7.22.15,acc_entered_by,assgn_jurisdiction,value_set_oid,,,
ACC.7.22.16,acc_entered_by,assgn_jurisdiction,value_set_ver_id,,,
ACC.7.22.17,acc_entered_by,assgn_jurisdiction,alt_coding_sys_oid,,,
ACC.7.22.18,acc_entered_by,assgn_jurisdiction,alt_value_set_oid,,,
ACC.7.22.19,acc_entered_by,assgn_jurisdiction,alt_value_set_ver_id,,,
ACC.7.22.20,acc_entered_by,assgn_jurisdiction,second_alt_coding_sys_oid,,,
ACC.7.22.21,acc_entered_by,assgn_jurisdiction,second_alt_value_set_oid,,,
ACC.7.22.22,acc_entered_by,assgn_jurisdiction,second_alt_value_set_ver_id,,,
ACC.7.23,acc_entered_by,assgn_agency_dept,,,,
ACC.7.23.1,acc_entered_by,assgn_agency_dept,primary_id,,,
ACC.7.23.2,acc_entered_by,assgn_agency_dept,text,,,
ACC.7.23.3,acc_entered_by,assgn_agency_dept,name_of_coding_sys,,,
ACC.7.23.4,acc_entered_by,assgn_agency_dept,alt_id,,,
ACC.7.23.5,acc_entered_by,assgn_agency_dept,alt_text,,,
ACC.7.23.6,acc_entered_by,assgn_agency_dept,name_of_alt_coding_sys,,,
ACC.7.23.7,acc_entered_by,assgn_agency_dept,coding_sys_ver_id,,,
ACC.7.23.8,acc_entered_by,assgn_agency_dept,alt_coding_sys_ver_id,,,
ACC.7.23.9,acc_entered_by,assgn_agency_dept,original_text,,,
ACC.7.23.10,acc_entered_by,assgn_agency_dept,second_alt_id,,,
ACC.7.23.11,acc_entered_by,assgn_agency_dept,second_alt_text,,,
ACC.7.23.12,acc_entered_by,assgn_agency_dept,name_of_second_alt_coding_sys,,,
ACC.7.23.13,acc_entered_by,assgn_agency_dept,second_alt_coding_sys_ver_id,,,
ACC.7.23.14,acc_entered_by,assgn_agency_dept,coding_sys_oid,,,
ACC.7.23.15,acc_entered_by,assgn_agency_dept,value_set_oid,,,
ACC.7.23.16,acc_entered_by,assgn_agency_dept,value_set_ver_id,,,
ACC.7.23.17,acc_entered_by,assgn_agency_dept,alt_coding_sys_oid,,,
ACC.7.23.18,acc_entered_by,assgn_agency_dept,alt_value_set_oid,,,
ACC.7.23.19,acc_entered_by,assgn_agency_dept,alt_value_set_ver_id,,,
ACC.7.23.20,acc_entered_by,assgn_agency_dept,second_alt_coding_sys_oid,,,
ACC.7.23.21,acc_entered_by,assgn_agency_dept,second_alt_value_set_oid,,,
ACC.7.23.22,acc_entered_by,assgn_agency_dept,second_alt_value_set_ver_id,,,
ACC.7.24,acc_entered_by,security_check,,,,
ACC.7.25,acc_entered_by,security_check_scheme,,,,
ACC.8,acc_accident_desc,,,,,
ACC.9,acc_brought_in_by,,,,,
ACC.10,acc_police_notified_ind,,,,,
ACC.11,acc_accident_address,,,,,
ACC.11.1,acc_accident_address,street_address1,,,,
ACC.11.1.1,acc_accident_address,street_address1,street_mailing_address,,,
ACC.11.1.2,acc_accident_address,street_address1,street_name,,,
ACC.11.1.3,acc_accident_address,street_address1,dwelling_num,,,
ACC.11.2,acc_accident_address,street_address2,,,,
ACC.11.3,acc_accident_address,city,,,,
ACC.11.4,acc_accident_address,state_province,,,,
ACC.11.5,acc_accident_address,zip_postal_code,,,,
ACC.11.6,acc_accident_address,country,,,,
ACC.11.7,acc_accident_address,address_type,,,,
ACC.11.8,acc_accident_address,other_geo_designation,,,,
ACC.11.9,acc_accident_address,county_parish_code,,,,
ACC.11.9.1,acc_accident_address,county_parish_code,primary_id,,,
ACC.11.9.2,acc_accident_address,county_parish_code,text,,,
ACC.11.9.3,acc_accident_address,county_parish_code,name_of_coding_sys,,,
ACC.11.9.4,acc_accident_address,county_parish_code,alt_id,,,
ACC.11.9.5,acc_accident_address,county_parish_code,alt_text,,,
ACC.11.9.6,acc_accident_address,county_parish_code,name_of_alt_coding_sys,,,
ACC.11.9.7,acc_accident_address,county_parish_code,coding_sys_ver_id,,,
ACC.11.9.8,acc_accident_address,county_parish_code,alt_coding_sys_ver_id,,,
ACC.11.9.9,acc_accident_address,county_parish_code,original_text,,,
ACC.11.9.10,acc_accident_address,county_parish_code,second_alt_id,,,
ACC.11.9.11,acc_accident_address,county_parish_code,second_alt_text,,,
ACC.11.9.12,acc_accident_address,county_parish_code,name_of_second_alt_coding_sys,,,
ACC.11.9.13,acc_accident_address,county_parish_code,second_alt_coding_sys_ver_id,,,
ACC.11.9.14,acc_accident_address,county_parish_code,coding_sys_oid,,,
ACC.11.9.15,acc_accident_address,county_parish_code,value_set_oid,,,
ACC.11.9.16,acc_accident_address,county_parish_code,value_set_ver_id,,,
ACC.11.9.17,acc_accident_address,county_parish_code,alt_coding_sys_oid,,,
ACC.11.9.18,acc_accident_address,county_parish_code,alt_value_set_oid,,,
ACC.11.9.19,acc_accident_address,county_parish_code,alt_value_set_ver_id,,,
ACC.11.9.20,acc_accident_address,county_parish_code,second_alt_coding_sys_oid,,,
ACC.11.9.21,acc_accident_address,county_parish_code,second_alt_value_set_oid,,,
ACC.11.9.22,acc_accident_address,county_parish_code,second_alt_value_set_ver_id,,,
ACC.11.10,acc_accident_address,census_tract,,,,
ACC.11.10.1,acc_accident_address,census_tract,primary_id,,,
ACC.11.10.2,acc_accident_address,census_tract,text,,,
ACC.11.10.3,acc_accident_address,census_tract,name_of_coding_sys,,,
ACC.11.10.4,acc_accident_address,census_tract,alt_id,,,
ACC.11.10.5,acc_accident_address,census_tract,alt_text,,,
ACC.11.10.6,acc_accident_address,census_tract,name_of_alt_coding_sys,,,
ACC.11.10.7,acc_accident_address,census_tract,coding_sys_ver_id,,,
ACC.11.10.8,acc_accident_address,census_tract,alt_coding_sys_ver_id,,,
ACC.11.10.9,acc_accident_address,census_tract,original_text,,,
ACC.11.10.10,acc_accident_address,census_tract,second_alt_id,,,
ACC.11.10.11,acc_accident_address,census_tract,second_alt_text,,,
ACC.11.10.12,acc_accident_address,census_tract,name_of_second_alt_coding_sys,,,
ACC.11.10.13,acc_accident_address,census_tract,second_alt_coding_sys_ver_id,,,
ACC.11.10.14,acc_accident_address,census_tract,coding_sys_oid,,,
ACC.11.10.15,acc_accident_address,census_tract,value_set_oid,,,
ACC.11.10.16,acc_accident_address,census_tract,value_set_ver_id,,,
ACC.11.10.17,acc_accident_address,census_tract,alt_coding_sys_oid,,,
ACC.11.10.18,acc_accident_address,census_tract,alt_value_set_oid,,,
ACC.11.10.19,acc_accident_address,census_tract,alt_value_set_ver_id,,,
ACC.11.10.20,acc_accident_address,census_tract,second_alt_coding_sys_oid,,,
ACC.11.10.21,acc_accident_address,census_tract,second_alt_value_set_oid,,,
ACC.11.10.22,acc_accident_address,census_tract,second_alt_value_set_ver_id,,,
ACC.11.11,acc_accident_address,rep_code,,,,
ACC.11.12,acc_accident_address,validity_range,,,,
ACC.11.12.1,acc_accident_address,validity_range,eff_from_date_time,,,
ACC.11.12.2,acc_accident_address,validity_range,eff_to_date_time,,,
ACC.11.13,acc_accident_address,eff_from_date_time,,,,
ACC.11.14,acc_accident_address,eff_to_date_time,,,,
ACC.11.15,acc_accident_address,expr_reason,,,,
ACC.11.15.1,acc_accident_address,expr_reason,primary_id,,,
ACC.11.15.2,acc_accident_address,expr_reason,text,,,
ACC.11.15.3,acc_accident_address,expr_reason,name_of_coding_sys,,,
ACC.11.15.4,acc_accident_address,expr_reason,alt_id,,,
ACC.11.15.5,acc_accident_address,expr_reason,alt_text,,,
ACC.11.15.6,acc_accident_address,expr_reason,name_of_alt_coding_sys,,,
ACC.11.15.7,acc_accident_address,expr_reason,coding_sys_ver_id,,,
ACC.11.15.8,acc_accident_address,expr_reason,alt_coding_sys_ver_id,,,
ACC.11.15.9,acc_accident_address,expr_reason,original_text,,,
ACC.11.15.10,acc_accident_address,expr_reason,second_alt_id,,,
ACC.11.15.11,acc_accident_address,expr_reason,second_alt_text,,,
ACC.11.15.12,acc_accident_address,expr_reason,name_of_second_alt_coding_sys,,,
ACC.11.15.13,acc_accident_address,expr_reason,second_alt_coding_sys_ver_id,,,
ACC.11.15.14,acc_accident_address,expr_reason,coding_sys_oid,,,
ACC.11.15.15,acc_accident_address,expr_reason,value_set_oid,,,
ACC.11.15.16,acc_accident_address,expr_reason,value_set_ver_id,,,
ACC.11.15.17,acc_accident_address,expr_reason,alt_coding_sys_oid,,,
ACC.11.15.18,acc_accident_address,expr_reason,alt_value_set_oid,,,
ACC.11.15.19,acc_accident_address,expr_reason,alt_value_set_ver_id,,,
ACC.11.15.20,acc_accident_address,expr_reason,second_alt_coding_sys_oid,,,
ACC.11.15.21,acc_accident_address,expr_reason,second_alt_value_set_oid,,,
ACC.11.15.22,acc_accident_address,expr_reason,second_alt_value_set_ver_id,,,
ACC.11.16,acc_accident_address,temporary_indicator,,,,
ACC.11.17,acc_accident_address,bad_indicator,,,,
ACC.11.18,acc_accident_address,address_usage,,,,
ACC.11.19,acc_accident_address,addressee,,,,
ACC.11.20,acc_accident_address,address_comment,,,,
ACC.11.21,acc_accident_address,pref_order,,,,
ACC.11.22,acc_accident_address,protection_code,,,,
ACC.11.22.1,acc_accident_address,protection_code,primary_id,,,
ACC.11.22.2,acc_accident_address,protection_code,text,,,
ACC.11.22.3,acc_accident_address,protection_code,name_of_coding_sys,,,
ACC.11.22.4,acc_accident_address,protection_code,alt_id,,,
ACC.11.22.5,acc_accident_address,protection_code,alt_text,,,
ACC.11.22.6,acc_accident_address,protection_code,name_of_alt_coding_sys,,,
ACC.11.22.7,acc_accident_address,protection_code,coding_sys_ver_id,,,
ACC.11.22.8,acc_accident_address,protection_code,alt_coding_sys_ver_id,,,
ACC.11.22.9,acc_accident_address,protection_code,original_text,,,
ACC.11.22.10,acc_accident_address,protection_code,second_alt_id,,,
ACC.11.22.11,acc_accident_address,protection_code,second_alt_text,,,
ACC.11.22.12,acc_accident_address,protection_code,name_of_second_alt_coding_sys,,,
ACC.11.22.13,acc_accident_address,protection_code,second_alt_coding_sys_ver_id,,,
ACC.11.22.14,acc_accident_address,protection_code,coding_sys_oid,,,
ACC.11.22.15,acc_accident_address,protection_code,value_set_oid,,,
ACC.11.22.16,acc_accident_address,protection_code,value_set_ver_id,,,
ACC.11.22.17,acc_accident_address,protection_code,alt_coding_sys_oid,,,
ACC.11.22.18,acc_accident_address,protection_code,alt_value_set_oid,,,
ACC.11.22.19,acc_accident_address,protection_code,alt_value_set_ver_id,,,
ACC.11.22.20,acc_accident_address,protection_code,second_alt_coding_sys_oid,,,
ACC.11.22.21,acc_accident_address,protection_code,second_alt_value_set_oid,,,
ACC.11.22.22,acc_accident_address,protection_code,second_alt_value_set_ver_id,,,
ACC.11.23,acc_accident_address,address_id,,,,
ACC.11.23.1,acc_accident_address,address_id,entity_id,,,
ACC.11.23.2,acc_accident_address,address_id,namespace_id,,,
ACC.11.23.3,acc_accident_address,address_id,universal_id,,,
ACC.11.23.4,acc_accident_address,address_id,universal_id_type,,,
ACC.12,acc_degree_of_patient_liability,,,,,
ADD.1,add_addendum_continuation_pointer,,,,,
ADJ.1,adj_provider_adjustment_num,,,,,
ADJ.2,adj_payer_adjustment_num,,,,,
ADJ.3,adj_adjustment_sequence_num,,,,,
ADJ.4,adj_adjustment_category,,,,,
ADJ.5,adj_adjustment_amt,,,,,
ADJ.6,adj_adjustment_qty,,,,,
ADJ.7,adj_adjustment_reason_pa,,,,,
ADJ.8,adj_adjustment_desc,,,,,
ADJ.9,adj_original_value,,,,,
ADJ.10,adj_substitute_value,,,,,
ADJ.11,adj_adjustment_action_code,,,,,
ADJ.12,adj_provider_adjustment_cross_reference_num,,,,,
ADJ.13,adj_provider_product_service_line_item_cross_reference_num,,,,,
ADJ.14,adj_adjustment_date_time,,,,,
ADJ.15,adj_responsible_organization,,,,,
AFF.1,aff_set_id,,,,,
AFF.2,aff_professional_organization,,,,,
AFF.3,aff_professional_organization_address,,,,,
AFF.4,aff_professional_organization_affiliation_date_range,,,,,
AFF.5,aff_professional_affiliation_additional_information,,,,,
AIG.1,aig_set_id,,,,,
AIG.2,aig_segment_action_code,,,,,
AIG.3,aig_resource_id,,,,,
AIG.3.1,aig_resource_id,primary_id,,,,
AIG.3.2,aig_resource_id,text,,,,
AIG.3.3,aig_resource_id,name_of_coding_sys,,,,
AIG.3.4,aig_resource_id,alt_id,,,,
AIG.3.5,aig_resource_id,alt_text,,,,
AIG.3.6,aig_resource_id,name_of_alt_coding_sys,,,,
AIG.3.7,aig_resource_id,coding_sys_ver_id,,,,
AIG.3.8,aig_resource_id,alt_coding_sys_ver_id,,,,
AIG.3.9,aig_resource_id,original_text,,,,
AIG.3.10,aig_resource_id,second_alt_id,,,,
AIG.3.11,aig_resource_id,second_alt_text,,,,
AIG.3.12,aig_resource_id,name_of_second_alt_coding_sys,,,,
AIG.3.13,aig_resource_id,second_alt_coding_sys_ver_id,,,,
AIG.3.14,aig_resource_id,coding_sys_oid,,,,
AIG.3.15,aig_resource_id,value_set_oid,,,,
AIG.3.16,aig_resource_id,value_set_ver_id,,,,
AIG.3.17,aig_resource_id,alt_coding_sys_oid,,,,
AIG.3.18,aig_resource_id,alt_value_set_oid,,,,
AIG.3.19,aig_resource_id,alt_value_set_ver_id,,,,
AIG.3.20,aig_resource_id,second_alt_coding_sys_oid,,,,
AIG.3.21,aig_resource_id,second_alt_value_set_oid,,,,
AIG.3.22,aig_resource_id,second_alt_value_set_ver_id,,,,
AIG.4,aig_resource_type,,,,,
AIG.4.1,aig_resource_type,primary_id,,,,
AIG.4.2,aig_resource_type,text,,,,
AIG.4.3,aig_resource_type,name_of_coding_sys,,,,
AIG.4.4,aig_resource_type,alt_id,,,,
AIG.4.5,aig_resource_type,alt_text,,,,
AIG.4.6,aig_resource_type,name_of_alt_coding_sys,,,,
AIG.4.7,aig_resource_type,coding_sys_ver_id,,,,
AIG.4.8,aig_resource_type,alt_coding_sys_ver_id,,,,
AIG.4.9,aig_resource_type,original_text,,,,
AIG.4.10,aig_resource_type,second_alt_id,,,,
AIG.4.11,aig_resource_type,second_alt_text,,,,
AIG.4.12,aig_resource_type,name_of_second_alt_coding_sys,,,,
AIG.4.13,aig_resource_type,second_alt_coding_sys_ver_id,,,,
AIG.4.14,aig_resource_type,coding_sys_oid,,,,
AIG.4.15,aig_resource_type,value_set_oid,,,,
AIG.4.16,aig_resource_type,value_set_ver_id,,,,
AIG.4.17,aig_resource_type,alt_coding_sys_oid,,,,
AIG.4.18,aig_resource_type,alt_value_set_oid,,,,
AIG.4.19,aig_resource_type,alt_value_set_ver_id,,,,
AIG.4.20,aig_resource_type,second_alt_coding_sys_oid,,,,
AIG.4.21,aig_resource_type,second_alt_value_set_oid,,,,
AIG.4.22,aig_resource_type,second_alt_value_set_ver_id,,,,
AIG.5,aig_resource_group,,,,,
AIG.5.1,aig_resource_group,primary_id,,,,
AIG.5.2,aig_resource_group,text,,,,
AIG.5.3,aig_resource_group,name_of_coding_sys,,,,
AIG.5.4,aig_resource_group,alt_id,,,,
AIG.5.5,aig_resource_group,alt_text,,,,
AIG.5.6,aig_resource_group,name_of_alt_coding_sys,,,,
AIG.5.7,aig_resource_group,coding_sys_ver_id,,,,
AIG.5.8,aig_resource_group,alt_coding_sys_ver_id,,,,
AIG.5.9,aig_resource_group,original_text,,,,
AIG.5.10,aig_resource_group,second_alt_id,,,,
AIG.5.11,aig_resource_group,second_alt_text,,,,
AIG.5.12,aig_resource_group,name_of_second_alt_coding_sys,,,,
AIG.5.13,aig_resource_group,second_alt_coding_sys_ver_id,,,,
AIG.5.14,aig_resource_group,coding_sys_oid,,,,
AIG.5.15,aig_resource_group,value_set_oid,,,,
AIG.5.16,aig_resource_group,value_set_ver_id,,,,
AIG.5.17,aig_resource_group,alt_coding_sys_oid,,,,
AIG.5.18,aig_resource_group,alt_value_set_oid,,,,
AIG.5.19,aig_resource_group,alt_value_set_ver_id,,,,
AIG.5.20,aig_resource_group,second_alt_coding_sys_oid,,,,
AIG.5.21,aig_resource_group,second_alt_value_set_oid,,,,
AIG.5.22,aig_resource_group,second_alt_value_set_ver_id,,,,
AIG.6,aig_resource_qty,,,,,
AIG.7,aig_resource_qty_unit,,,,,
AIG.7.1,aig_resource_qty_unit,primary_id,,,,
AIG.7.2,aig_resource_qty_unit,text,,,,
AIG.7.3,aig_resource_qty_unit,name_of_coding_sys,,,,
AIG.7.4,aig_resource_qty_unit,alt_id,,,,
AIG.7.5,aig_resource_qty_unit,alt_text,,,,
AIG.7.6,aig_resource_qty_unit,name_of_alt_coding_sys,,,,
AIG.7.7,aig_resource_qty_unit,coding_sys_ver_id,,,,
AIG.7.8,aig_resource_qty_unit,alt_coding_sys_ver_id,,,,
AIG.7.9,aig_resource_qty_unit,original_text,,,,
AIG.7.10,aig_resource_qty_unit,second_alt_id,,,,
AIG.7.11,aig_resource_qty_unit,second_alt_text,,,,
AIG.7.12,aig_resource_qty_unit,name_of_second_alt_coding_sys,,,,
AIG.7.13,aig_resource_qty_unit,second_alt_coding_sys_ver_id,,,,
AIG.7.14,aig_resource_qty_unit,coding_sys_oid,,,,
AIG.7.15,aig_resource_qty_unit,value_set_oid,,,,
AIG.7.16,aig_resource_qty_unit,value_set_ver_id,,,,
AIG.7.17,aig_resource_qty_unit,alt_coding_sys_oid,,,,
AIG.7.18,aig_resource_qty_unit,alt_value_set_oid,,,,
AIG.7.19,aig_resource_qty_unit,alt_value_set_ver_id,,,,
AIG.7.20,aig_resource_qty_unit,second_alt_coding_sys_oid,,,,
AIG.7.21,aig_resource_qty_unit,second_alt_value_set_oid,,,,
AIG.7.22,aig_resource_qty_unit,second_alt_value_set_ver_id,,,,
AIG.8,aig_start_date_time,,,,,
AIG.9,aig_start_date_time_offset,,,,,
AIG.10,aig_start_date_time_offset_unit,,,,,
